,Path,Canonical,Transcript,Area,IdSpeaker
99,L2_arctic_WAV/NCC_arctic_a0139,hh iy t ow l d hh ih m s eh l f dh ae t ae z hh iy w aa sh t hh ih m s eh l f ae n d g r uw m d hh ih z d ih sh eh v ah l d k l ow dh z,hh iy t ow w d hh ih m s eh w f d ae t ae z hh iy w aa sh hh iy m s eh l f ae n d g r uw m d hh iy s d ih sh ey v t k l ow t s,1,492
100,L2_arctic_WAV/NCC_arctic_a0225,ay w ah z b r ao t ah p dh ah w ey m ow s g er l z ih n hh ah w ay iy aa r b r ao t ah p,ay w ah z b r ao t aa p d ah w ey m ow s g er w s iy ng hh ah w ay iy w ao s b r ao t ah p,1,492
101,L2_arctic_WAV/NCC_arctic_a0245,aw t ah v hh ih z ey t iy n hh ah n d r ah d hh iy l ey d ah s ay d s ih k s t iy n hh ah n d r ah d iy ch y ih r,aw t ah v hh iy s ey t iy ng hh ah ng d r ah d hh iy l ey d ah s aa d s ih k s t iy hh ah ng d r ah d iy ch y ih r,1,492
102,L2_arctic_WAV/NCC_arctic_a0335,r eh d ay s w ah ng b ae k ae n d f ao r th aa n dh ah b r ae n ch f aa r dh er d aw n,r eh d ay s w ae m b ae k ae n d f ao r t aa ng d ah b r ae n ch f aa dh er d aa ng,1,492
103,L2_arctic_WAV/NCC_arctic_a0434,ah hh ae f ah k ey s ah v t ah b ae k ow w ah z w er th th r iy p aw n z,ah hh aa f ah k ey z ah v t ah b ae k ow w ah s w er th th r iy p aa ng s,1,492
104,L2_arctic_WAV/NCC_arctic_a0459,dh eh r z t uw m ah ch ah v dh ah s k uw l b oy ih n m iy,d eh r s t uw m ah ch ah v d ah s k uw b oy ih ng m iy,1,492
105,L2_arctic_WAV/NCC_arctic_a0515,b ah t hh iy r ah m ah ng s t aw er s eh l v z l eh t ah s s p iy k aw t,b aa t hh iy r ah m ah ng g ah s t aw er s eh w v s l eh t ah s s p eh k aw t,1,492
106,L2_arctic_WAV/NCC_arctic_a0519,s ah ch ae n ae k t w ao z ih n d er eh k t v ay ah l ey sh ah n ah v dh ah l ao z ah v dh ah l ae n d,s ah ch ae ng ae k t w ao s iy ng d er eh k t w ay ah l ey sh ah n ah v d ah l ao ah v d ah l ae n d,1,492
107,L2_arctic_WAV/NCC_arctic_a0536,hh iy w uh d d ih s t r oy ao l th ih ng z dh ae t aa r f ih k s t,hh iy uh d d ih s t r oy ao th ih ng s d ae t aa f ih k s t,1,492
108,L2_arctic_WAV/NCC_arctic_a0549,d uw y uw n ow dh ae t w iy w ey eh v r iy p aw n d ah v k ow l w iy b er n,d uw y uw n ow d ae t w iy w ey eh v r iy p aa n d ah v k ow w w iy b er,1,492
109,L2_arctic_WAV/NCC_arctic_a0571,hh iy hh ae d f ao r g aa t ah n t uw b ih l d ah f ay er ah n d th ao aw t,hh iy hh ae d ah f ao r g aa t ah n t uw b ih w d ah f ay er ah n d th ao l aw t,1,492
110,L2_arctic_WAV/NCC_arctic_a0575,dh eh r w er ah n t eh n iy m ih sh ah n z ae n d hh iy w ah z dh ah m ae n t uw n ow,d eh r w er ah n t eh n iy m ih sh ah n z ae n d hh iy w ah s d ah m ae n t uw n ow,1,492
111,L2_arctic_WAV/NCC_arctic_a0576,ae n d dh ah b ih g p er zh ah n n uw ah v hh ih z ih g z ih s t ah n s b iy f ao r hh iy d ih d ah v hh er z,ae n d d ah p ih g p er s iy ah n n ow ah v hh iy s ih g z ih s t ah n s b iy f ao r hh iy d ih d ah v hh er s,1,492
